"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/block/config/schema/block.schema.yml:0","Visibility Conditions","Sichtbarkeitsbedingungen","","False","","",""
"modules/block/src/Plugin/migrate/source/Block.php:92","Visibility expression.","Sichbarkeitsausdruck","","False","","",""
"modules/help_topics/help_topics/contextual.overview.html.twig:9","Visit a non-administrative page on your site, such as the home page.","","","False","","",""
"modules/help_topics/help_topics/tour.overview.html.twig:8","Visit an administrative page that has a tour, such as the edit view page provided by the core Views UI module.","","","False","","",""
"modules/system/src/Form/SiteMaintenanceModeForm.php:86","Visitors will only see the maintenance mode message. Only users with the ""@permission-label"" <a href="":permissions-url"">permission</a> will be able to access the site. Authorized users can log in directly via the <a href="":user-login"">user login</a> page.","Für Besucher wird nur die Wartungsmodusnachricht angezeigt. Nur Benutzer mit der <a href="":permissions-url"">Berechtigung</a> ""@permission-label"" können auf die Website zugreifen. Berechtigte Benutzer können sich direkt über die Seite <a href="":user-login"">Benutzeranmeldung</a> anmelden.","","False","","",""
"modules/user/src/AccountSettingsForm.php:157","Visitors, but administrator approval is required","Besucher dürfen Konten anlegen, diese müssen aber abschliessend durch einen Administrator freigeschaltet werden.","","False","","",""
"modules/layout_builder/src/Plugin/Block/FieldBlock.php:251","Visually Hidden","Visuell ausgeblendet","","False","","",""
"modules/taxonomy/src/Plugin/views/relationship/NodeTermData.php:91","Vocabularies","Vokabulare","","False","","",""
"modules/taxonomy/src/VocabularyListBuilder.php:139","Vocabulary name","Vokabularname","","False","","",""
"lib/Drupal/Core/Datetime/DateHelper.php:238","W","","","False","Abbreviated 1 letter weekday Wednesday","",""
"modules/help_topics/help_topics/breakpoint.overview.html.twig:15","W3C standards for media queries","","","False","","",""
"modules/migrate_drupal_ui/src/Form/IdConflictForm.php:58","WARNING: Content may be overwritten on your new site.","WARNUNG: Inhalte können auf der neuen Website überschrieben werden.","","False","","",""
"modules/help_topics/help_topics/system.module_install.html.twig:10","Wait for the module (or modules) to be installed. You should be returned to the <em>Extend</em> page with a message saying the module or modules were installed.","","","False","","",""
"modules/help_topics/help_topics/system.module_uninstall.html.twig:11","Wait for the module to be uninstalled. You should be returned to the <em>Uninstall</em> page with a message saying the module was uninstalled.","","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:291","Wallis & Futuna","","","False","","",""
"modules/update/update.report.inc:310;324","Warning","Warnung","","False","","",""
"modules/filter/src/FilterPermissions.php:66","Warning: This permission may have security implications depending on how the text format is configured.","Warnung: Diese Berechtigung kann Auswirkungen auf die Sicherheit haben, je nachdem wie das Textformat konfiguriert ist.","","False","","",""
"modules/responsive_image/src/ResponsiveImageStyleForm.php:89","Warning: if you change the breakpoint group you lose all your image style selections for each breakpoint.","Warnung: Wenn Sie die Breakpoint-Gruppe Ändern wird die Zuordnung des Bildstils für jeden Breakpoint gelöscht.","","False","","",""
"modules/system/src/Element/StatusReportPage.php:85","Warnings","Warnungen","","False","","",""
"lib/Drupal/Core/Render/Element/StatusReport.php:79","Warnings found","Warnungen gefunden","","False","","",""
"lib/Drupal/Core/Installer/Exception/NoProfilesException.php:22","We were unable to find any installation profiles. Installation profiles tell us what modules to enable and what schema to install in the database. A profile is necessary to continue with the installation process.","Es konnten keine Installationsprofile gefunden werden. Installationsprofile teilen mit, welche Module aktiviert werden sollen und was für ein Schema in der Datenbank installiert werden soll. Es wird ein Profil benötigt, um die Installation fortzusetzen.","","False","","",""
"modules/user/user.module:1348","Weak","Schwach","","False","","",""
"themes/stable/templates/admin/status-report-general-info.html.twig:52","Web Server","Webserver","","False","","",""
"modules/filter/src/Plugin/Filter/FilterUrl.php:49","Web page addresses and email addresses turn into links automatically.","Website- und E-Mail-Adressen werden automatisch in Links umgewandelt.","","False","","",""
"lib/Drupal/Core/Datetime/DateHelper.php:190","Wed","","","False","Abbreviated weekday","",""
"modules/system/src/Form/RegionalForm.php:91","Wednesday","Mittwoch","","False","","",""
"modules/views/src/Plugin/views/argument/WeekDate.php:22","Week @week","'@week Woche'","","False","","",""
"modules/views/config/schema/views.argument.schema.yml:0","Week Date","Woche","","False","","",""
"modules/layout_builder/src/Form/MoveBlockForm.php:217","Weight for @block block","Gewichtung für @block-Block","","False","","",""
"modules/views_ui/src/Form/Ajax/ReorderDisplays.php:100","Weight for @display","Gewichtung für @display","","False","","",""
"modules/views_ui/src/Form/Ajax/RearrangeFilter.php:169","Weight for @id","Gewichtung für @id","","False","","",""
"modules/workflows/src/Form/WorkflowEditForm.php:136;195","Weight for @title","Reihenfolge für @title","","False","","",""
"modules/file/src/Plugin/Field/FieldWidget/FileWidget.php:136","Weight for row @number","Reihenfolge für Zeile @number","","False","","",""
"modules/user/src/Plugin/migrate/source/ProfileField.php:83","Weight of field in relation to other profile fields.","Gewichtung des Felds in Relation zu anderen Profil-Feldern.","","False","","",""
"modules/block/src/Plugin/migrate/source/Block.php:90","Weight of the block for ordering within regions.","Gewichtung des Blocks zur Sortierung innerhalb von Bereichen.","","False","","",""
"modules/taxonomy/src/TermForm.php:106","Weight value must be numeric.","Der Wert für die Reihenfolge muss numerisch sein.","","False","","",""
"profiles/demo_umami/config/install/views.view.frontpage.yml:0","Welcome to [site:name]","Willkommen bei [site:name]","","False","","",""
"profiles/demo_umami/config/install/tour.tour.umami-front.yml:0","Welcome to the Umami Drupal demo","","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:111","Western Sahara","Westsahara","","False","","",""
"modules/help_topics/help_topics/system.config_error.html.twig:5","What are 403 and 404 responses?","","","False","","",""
"modules/help_topics/help_topics/block.overview.html.twig:3","What are custom blocks?","","","False","","",""
"modules/help_topics/help_topics/core.extending.html.twig:5","What are installing and uninstalling?","","","False","","",""
"modules/help_topics/help_topics/breakpoint.overview.html.twig:3","What are media queries?","","","False","","",""
"modules/help_topics/help_topics/breakpoint.overview.html.twig:5","What are resolution multipliers?","","","False","","",""
"modules/help_topics/help_topics/user.security_account_settings.html.twig:4","What are the settings related to user account creation and deletion?","","","False","","",""
"modules/help_topics/help_topics/tour.overview.html.twig:3","What are tours?","","","False","","",""
"modules/help_topics/help_topics/user.security_account_settings.html.twig:10","What are variables in email message text?","","","False","","",""
"modules/help_topics/help_topics/core.performance.html.twig:7","What can I do to improve my site's performance?","","","False","","",""
"modules/help_topics/help_topics/core.content_structure.html.twig:4","What is a content entity?","","","False","","",""
"modules/help_topics/help_topics/core.content_structure.html.twig:6","What is a field?","","","False","","",""
"modules/help_topics/help_topics/core.content_structure.html.twig:24","What is a formatter?","","","False","","",""
"modules/help_topics/help_topics/core.appearance.html.twig:6","What is a layout?","","","False","","",""
"modules/help_topics/help_topics/core.appearance.html.twig:2","What is a theme?","","","False","","",""
"modules/help_topics/help_topics/user.overview.html.twig:1","What is a user?","","","False","","",""
"modules/help_topics/help_topics/core.content_structure.html.twig:26","What is a widget?","","","False","","",""
"modules/help_topics/help_topics/core.extending.html.twig:3","What is an Experimental module?","","","False","","",""
"modules/help_topics/help_topics/block.overview.html.twig:5","What is the block description?","","","False","","",""
"modules/help_topics/help_topics/block.overview.html.twig:7","What is the block title?","","","False","","",""
"modules/help_topics/help_topics/system.cache.html.twig:4","What is the cache?","","","False","","",""
"modules/help_topics/help_topics/core.cron.html.twig:6","What options are available for running cron?","","","False","","",""
"modules/migrate_drupal_ui/src/Form/ReviewForm.php:103","What will be upgraded?","Was wird auf die nöchste Version aktualisiert?","","False","","",""
"modules/ckeditor/ckeditor.module:27","When CKEditor is chosen from the <em>Text editor</em> drop-down menu, its toolbar configuration is displayed. You can add and remove buttons from the <em>Active toolbar</em> by dragging and dropping them, and additional rows can be added to organize the buttons.","Wenn der CKEditor im <em>Texteditoren</em>-Menü ausgewählt wurde, erscheint die Werkzeugleisten-Konfiguration. Buttons können mittels Drag & Drop zur <em>aktiven Werkzeugleiste</em> hinzugefügt oder entfernt werden. Zusätzliche Zeilen klönnen hinzugefügt werden, um die Buttons zu organisieren.","","False","","",""
"modules/inline_form_errors/inline_form_errors.module:23","When a form is not filled in correctly (for example, if a required field is left blank), a warning message is displayed at the top of the form. This message links to the affected form elements, and individual error messages are displayed next to each form element.","Wenn ein Formular nicht mit den korrekten Informationen ausgefüllt oder ein erforderliches Feld nicht ausgefüllt worden ist, wird eine Warnung am Beginn des Formulars angezeigt. Diese Nachricht verlinkt auf die betroffenen Formular Elemente, neben denen jeweils individuelle Fehlermeldungen angezeigt werden.","","False","","",""
"modules/media/media.module:33","When a new media item is created, the Media module records basic information about it, including the author, date of creation, and the <a href="":media-type"">media type</a>. It also manages the <em>publishing options</em>, which define whether or not the item is published. Default settings can be configured for each type of media on your site.","Wen ein neuer Medieneintrag erstellt wurde zeichnet das Media-Modul grundlegende Information über das betreffende Medium auf. Es werden der Autor, das Erstellungsdatum und der <a href="":media-type"">Medientyp</a> aufgezeichnet. Ausserdem verwaltet das Media-Modul die <em>Veröffentlichungsoptionen</em>, die angeben, ob das Medium veröffentlicht ist oder nicht. Für alle Medientypen auf der Website können Standardeinstellungen vorgegeben werden.","","False","","",""
"modules/user/src/Form/UserMultipleCancelConfirm.php:158;169","When cancelling these accounts","Beim Schliessen dieser Benutzerkonten","","False","","",""
"modules/user/src/Form/UserCancelForm.php:95","When cancelling your account","Beim Löschen deines Benutzerkontos","","False","","",""
"lib/Drupal/Core/Installer/Form/SiteConfigureForm.php:231","When checking for updates, anonymous information about your site is sent to <a href=""@drupal"">Drupal.org</a>.","","","False","","",""
"modules/content_moderation/src/Form/ContentModerationStateForm.php:36","When content reaches this state it should be made the default revision; this is implied for published states.","Wenn Inhalte diesen Status erreichen, sollten sie zur Standard-Revision erklärt werden; wird für den Status „Veröffentlicht“ vorausgesetzt.","","False","","",""
"modules/contact/src/ContactFormEditForm.php:123","When listing forms, those with lighter (smaller) weights get listed before forms with heavier (larger) weights. Forms with equal weights are sorted alphabetically.","Wenn Formularfelder aufgeitet werden, werden Felder mit weniger Gewicht weiter oben in der Liste angezeigt als Felder mit einem höheren Gewichtswert. Formularfelder mit gleichwertiger Gewichtung werden alphabetisch sortiert.","","False","","",""
"modules/node/node.module:121","When new content is created, the Node module records basic information about the content, including the author, date of creation, and the <a href="":content-type"">Content type</a>. It also manages the <em>publishing options</em>, which define whether or not the content is published, promoted to the front page of the site, and/or sticky at the top of content lists. Default settings can be configured for each <a href="":content-type"">type of content</a> on your site.","Wenn neue Inhalte erstellt werden, zeichnet das Node-Modul grundlegende Informationen über die Inhalt, wie den Namen des Autors, das Erstellungsdatum und den <a href="":content-type"">Inhaltstyp</a>auf. Ausserdem verwaltet es die <em>Veröffentlichungsoptionen</em>, die festlegen, ob der Inhalt auf der Startseite veröffentlicht wird oder nicht oder ob ein Inhalt sogar als wichtige Meldung gekennzeichnet wird. Wichtige Meldungen, werden immer als erster Eintrag auf der Startseite angezeigt und sind meist besonders gekennzeichnet. Die Standardeinstellungen, für die Veröffentlichungsoptionen können für jeden <a href="":content-type"">Inhaltstyp</a> auf Ihrer Seite gesondert festgelegt werden.","","False","","",""
"modules/help_topics/help_topics/core.maintenance.html.twig:4","When performing maintenance, such as installing, uninstalling, or upgrading a module, put your site in maintenance mode.","","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:790","When printing URL paths, how to transform the case of the filter value.","Anpassung der Gross- und Kleinschreibung bei der Ausgabe von URL-Pfaden.","","False","","",""
"modules/aggregator/src/Entity/Feed.php:235","When the feed was last modified, as a Unix timestamp.","Der Zeitpunkt, zu dem der Feed zuletzt geändert wurde, als UNIX-Zeitstempel.","","False","","",""
"modules/aggregator/src/Plugin/migrate/source/AggregatorFeed.php:39","When the feed was last modified.","Letzte Modifikation des Feeds.","","False","","",""
"modules/views/src/Plugin/views/display/DisplayPluginBase.php:2654","When the filter value <em>IS</em> available or a default is provided","Falls der Filterwert <em>verfügbar</em> ist, oder falls ein Standardwert verfügbar ist","","False","","",""
"modules/views/src/Plugin/views/display/Page.php:528","When the filter value <em>IS</em> in the URL or a default is provided","Wenn der Filterwert <em>IN</em> der URL ist, oder ein Standardwert vorgegeben ist.","","False","","",""
"modules/content_translation/src/ContentTranslationHandler.php:499","When this option is checked, this translation needs to be updated. Uncheck when the translation is up to date again.","Wenn diese Option ausgewählt ist, muss diese Übersetzung aktualisiert werden. Die Option kann abgewählt werden, wenn die Übersetzung wieder aktuell ist.","","False","","",""
"modules/content_translation/content_translation.module:41","When you add a new translation, the original text you are translating is displayed in the edit form as the <em>source</em>. If at least one translation of the original content already exists when you add a new translation, you can choose either the original content (default) or one of the other translations as the source, using the select list in the Source language section. After saving the translation, the chosen source language is then listed on the Translate tab of the content.","Wenn eine neue Übersetzung hinzugefügt wird, wird der zu übersetzende Originaltext im Bearbeitungsformular als <em>Quelle</em> angezeigt. Wenn bereits mindestens eine Übersetzung des Originalinhalts existiert, kann mit der Auswahlliste im Abschnitt Ausgangssprache entweder der Originalinhalt (Standard) oder eine der anderen Übersetzungen als Quelle ausgewählt werden. Nach dem Speichern der Übersetzung wird die ausgewählte Ausgangssprache im Übersetzen-Reiter des Inhalts angezeigt.","","False","","",""
"modules/help_topics/help_topics/field_ui.manage_form.html.twig:13","When you are done making changes, click <em>Save</em>.","","","False","","",""
"modules/system/system.module:123","When you are performing site maintenance, you can prevent non-administrative users (including anonymous visitors) from viewing your site by putting it in <a href="":maintenance-mode"">Maintenance mode</a>. This will prevent unauthorized users from making changes to the site while you are performing maintenance, or from seeing a broken site while updates are in progress.","Wenn Wartungsarbeiten auf der Website durchführt werden, können Besucher der Website daran gehindert werden diese zu betrachten, indem die Website in den <a href="":maintenance-mode"">Wartungsmodus</a> versetzt wird. Dies verhindert, das Benutzer, die keine Administrationsrechte besitzen, Änderungen an der Website vornehmen, während Wartungsarbeiten an der Website durchgeführt werden.","","False","","",""
"modules/locale/config/optional/tour.tour.locale.yml:0","When you have finished your translations, click on the <em>Save translations</em> button. You must save your translations, each time before changing the page or making a new search.","Sobald die Übersetzungen abgeschlossen sind, werden diese über einen Klick auf den Button </em>Übersetzungen speichern</em> abgespeichert. Die Übersetzungen müssen immer abgespeichert werden, bevor Änderungen an der Seite vorgenommen werden oder eine neue Suche durchgeführt wird. Andernfalls gehen die vorgenommenen Änderungen verloren.","","False","","",""
"modules/system/src/Controller/DbUpdateController.php:232","When you have performed the steps above, you may proceed.","Wenn Sie die obigen Schritte durchgeführt haben, können Sie fortfahren.","","False","","",""
"modules/help_topics/help_topics/system.maintenance_mode.html.twig:6","When your site is in maintenance mode, most site visitors will see a simple maintenance mode message page, rather than being able to use the full functionality of the site. Users with <em>Use the site in maintenance mode</em> permission who are already logged in will be able to use the full site, and the log in page at <em>/user</em> will also be accessible to anyone.","","","False","","",""
"modules/update/src/UpdateSettingsForm.php:77","Whenever your site checks for available updates and finds new releases, it can notify a list of users via email. Put each address on a separate line. If blank, no emails will be sent.","Wann immer bei einer Überprüfung auf verfügbare Aktualisierungen neue Versionen gefunden werden, können alle Benutzer, die sich auf der entsprechenden Liste befinden benachrichtigt werden. Auf der Liste kann eine E-Mail-Adresse pro Zeile angegeben werden. Wird das Feld leer gelassen, werden keine E-Mails versendet.","","False","","",""
"modules/taxonomy/src/Plugin/migrate/source/d6/Vocabulary.php:53","Whether or not free tagging is enabled for the vocabulary. (0 = disabled, 1 = enabled)","Legt fest, ob das freie Taggen im Vokabular aktiviert ist. (0 = deaktiviert, 1 = aktiviert)","","False","","",""
"modules/taxonomy/src/Plugin/migrate/source/d6/Vocabulary.php:51","Whether or not multiple terms from this vocabulary may be assigned to a node. (0 = disabled, 1 = enabled)","Legt fest, ob mehrere Begriffe aus diesem Vokabular einem Beitrag zugewiesen werden können. (0 = deaktiviert, 1 = aktiviert)","","False","","",""
"modules/taxonomy/src/Plugin/migrate/source/d6/Vocabulary.php:49","Whether or not related terms are enabled within the vocabulary. (0 = disabled, 1 = enabled)","Legt fest, ob nicht verwandte Begriffe innerhalb des Vokabulars aktiviert sind. (0 = deaktiviert, 1 = aktiviert)","","False","","",""
"modules/taxonomy/src/Plugin/migrate/source/d6/Vocabulary.php:52","Whether or not terms are required for nodes using this vocabulary. (0 = disabled, 1 = enabled)","Legt fest, ob Begriffe für Beträge mit diesem Vokabular sind erforderlich. (0 = deaktiviert, 1 = aktiviert)","","False","","",""
"modules/taxonomy/src/TermViewsData.php:203","Whether or not the content related to a term is sticky.","Ob der Inhalt, der zu diesem Begriff gehört hervorgehoben wurde oder nicht.","","False","","",""
"modules/taxonomy/src/TermViewsData.php:211","Whether or not the content related to a term is sticky. To list sticky content first, set this to descending.","Legt fest, ob der Inhalt, der mit dem Begriff in Verbindung steht als „Hervorgehoben"" ausgezeichnet wird oder nicht. Um hervorgehobene Inhalte am oberen Rand von Liste darzustellen, wählen Sie hier absteigend.","","False","","",""
"modules/tracker/tracker.views.inc:43","Whether or not the node is published.","Ob der Beitrag veröffentlicht ist.","","False","","",""
"modules/tracker/tracker.views.inc:124","Whether or not the node is published. You must use an argument or filter on UID or you will get misleading results using this field.","Ob der Inhalt veröffentlicht ist oder nicht. Ein Parameter oder Filter für die UID muss genutzt werden, damit es bei der Nutzung dieses Feldes zu keinen falschen Ergebnissen kommt.","","False","","",""
"modules/layout_builder/config/schema/layout_builder.schema.yml:0","Whether the Layout Builder is enabled for this display","Ob der Layout Builder für diese Anzeige aktiviert ist oder nicht.","","False","","",""
"modules/comment/src/CommentViewsData.php:152","Whether the comment is approved (or still in the moderation queue).","Ob der Kommentar genehmigt ist (oder sich noch in der Moderations-Warteschlange befindet).","","False","","",""
"modules/user/src/Plugin/migrate/source/ProfileField.php:85","Whether the field is visible in the user registration form. (1 = yes, 0 = no)","Ob das Feld auf dem Registrierungsformular sichtbar ist oder nicht. (1 = JA, 0 = Nein)","","False","","",""
"modules/filter/src/Plugin/migrate/source/d7/FilterFormat.php:32","Whether the format is cacheable.","Ob das Format zwischenspeicherbar ist.","","False","","",""
"modules/media/config/schema/media.schema.yml:0","Whether the thumbnail downloads should be queued","Ob die Downloads der Vorschaubilder in einer Warteschleife eingereiht werden sollen","","False","","",""
"modules/user/src/Entity/User.php:522","Whether the user is active or blocked.","Ob der Benutzer aktiv oder gesperrt ist.","","False","","",""
"modules/user/src/Plugin/migrate/source/ProfileField.php:84","Whether the user is required to enter a value. (0 = no, 1 = yes)","Ob der Benutzer einen Wert eingeben muss. (0 = ja, 1 = nein)","","False","","",""
"modules/search/src/SearchPageListBuilder.php:259","Whether to apply a simple Chinese/Japanese/Korean tokenizer based on overlapping sequences. Turn this off if you want to use an external preprocessor for this instead. Does not affect other languages.","Gibt an, ob ein einfacher Chinesisch/Japanisch/Koreanisch Tokenizer, basierend auf überlappenden Sequenzen, angewendet werden soll. Wenn Sie einen externen Preprozessor dafür verwenden wollen, sollten Sie diese Option deaktivieren. Diese Einstellung betrifft andere Sprachen nicht.","","False","","",""
"modules/serialization/config/schema/serialization.schema.yml:0","Whether to retain pre Drupal 8.3 behavior of serializing all primitive items as strings.","Ob die Serialisierung von primitiven Elementen als Zeichenkette von einer Version vor Drupal 8.3 beibehalten werden soll oder nicht.","","False","","",""
"modules/hal/config/schema/hal.schema.yml:0","Whether to retain pre Drupal 8.5 behavior of normalizing the File entity ""uri"" field value to an absolute URL.","Ob das voreingestellte Verhalten von Drupal 8.5 zur Normalisierung des URI-Wertes des Dateientitätsfeldes und damit die Umwandlung des Wertes in eine absolute URL verwendet werden soll oder  nicht.","","False","","",""
"modules/contact/src/Entity/Message.php:191","Whether to send a copy of the message to the sender.","Ob dem Absender eine Kopie der Nachricht gesendet wird.","","False","","",""
"modules/content_translation/src/Plugin/migrate/source/d7/EntityTranslationSettings.php:175","Whether to show language selector on create and edit pages","Ob die Sprachauswahl auf den Seiten zum Bearbeiten und zum Erstellen vonInhalten, angezeigt werden soll oder nicht.","","False","","",""
"modules/help_topics/help_topics/contextual.overview.html.twig:12","While the contextual links button for the area of interest is visible, click the button to display the list of links for that area. Click a link in the list to visit the corresponding administrative page.","","","False","","",""
"modules/responsive_image/responsive_image.module:59","While you have the option to provide only one image style per breakpoint, the sizes option allows you to provide more options to browsers as to which image file it can display, even when using multiple breakpoints for art direction. Breakpoints are defined in the configuration files of the theme.","Obwohl die Möglichkeit besteht einen Bildstil pro Breakpoint anzubieten, bietet die Option Bildgrösse mehr Möglichkeiten Browsern mitzuteilen, welche Bilddatei angezeigt werden soll, selbst dann, wenn der Künstlerischen Gestaltung wegen mehrere Breakpoints verwendet werden. Breakpoints werden in den Konfigurationsdateien des Themes festgelegt.","","False","","",""
"modules/user/src/AccountSettingsForm.php:152","Who can register accounts?","Wer kann Konten registrieren?","","False","","",""
"modules/user/config/optional/views.view.who_s_new.yml:0;0;0;0","Who's new","Neue Mitglieder","","False","","",""
"modules/media_library/config/install/views.view.media_library.yml:0","Widget (table)","","","False","","",""
"modules/field_ui/src/Form/EntityFormDisplayEditForm.php:48","Widget settings:","Steuerelementeinstellungen:","","False","","",""
"modules/views/src/Plugin/views/filter/FilterPluginBase.php:994;1036","Widget type","Steuerelement","","False","","",""
"config/schema/core.entity.schema.yml:0","Widget type machine name","Systemname des Steuerelementtyps","","False","","",""
"modules/image/src/Plugin/ImageEffect/ScaleImageEffect.php:84","Width and height can not both be blank.","Breite und Höhe dürfen nicht leer sein.","","False","","",""
"modules/views/src/Plugin/views/access/None.php:8","Will be available to all users.","Wird allen Benutzern zu Verfügung stehen.","","False","","",""
"modules/views/src/Plugin/views/access/AccessPluginBase.php:25","Will not be accessible.","Wird nicht zur Verfügung stehen.","","False","","",""
"modules/views/src/Plugin/views/relationship/GroupwiseMax.php:144","Will re-generate the subquery for this relationship every time the view is run, instead of only when these options are saved. Use for testing if you are making changes elsewhere. WARNING: seriously impairs performance.","Generiert die Sub-Abfragen für diese Beziehungen jedes Mal neu, wenn die Ansicht ausgeführt wird, statt die Sub-Abfragen nur dann neu zu generieren, wenn diese Optionen gespeichert werden. Diese Option sollte nur für Testzwecke verwendet werden, falls anderswo Änderungen vorgenommen werden. WARNUNG: Das Aktivieren der Option hat immer Geschwindigkeitseinbussen zur Folge.","","False","","",""
"modules/workflows/src/Entity/Workflow.php:12","Workflow","Arbeitsablauf","","False","","",""
"modules/workflows/src/Form/WorkflowDeleteForm.php:56","Workflow %label deleted.","Arbeitsablauf %label gelöscht.","","False","","",""
"modules/content_moderation/src/Form/ContentModerationConfigureForm.php:136","Workflow Settings","","","False","","",""
"modules/workflows/src/Form/WorkflowAddForm.php:73","Workflow type","Arbeitsablaufstyp","","False","","",""
"modules/workspaces/src/Form/WorkspaceForm.php:141","Workspace %info has been created.","Der Arbeitsbereich %info wurde erstellt.","","False","","",""
"modules/workspaces/src/Form/WorkspaceForm.php:137","Workspace %info has been updated.","Der Arbeitsbereich %info wurde aktualisiert.","","False","","",""
"modules/workspaces/src/Form/WorkspaceForm.php:82","Workspace ID","Arbeitsbereichs-ID","","False","","",""
"modules/workspaces/src/Entity/Workspace.php:88","Workspace name","Arbeitsbereichsname","","False","","",""
"modules/workspaces/src/Form/WorkspaceActivateForm.php:65","Would you like to activate the %workspace workspace?","Möchten Sie den Arbeitsbereich %workspace wirklich aktivieren?","","False","","",""
"modules/system/src/Form/ThemeExperimentalConfirmForm.php:83","Would you like to continue with the above?","Möchten Sie mit obiger Funktion fortfahren?","","False","","",""
"modules/system/src/Form/ModulesUninstallConfirmForm.php:135","Would you like to continue with uninstalling the above?","Möchten Sie mit der Deinstallation der oben angeführten Module fortfahren?","","False","","",""
"modules/workspaces/src/Form/WorkspaceMergeForm.php:122","Would you like to merge the contents of the %source_label workspace into %target_label?","","","False","","",""
"modules/system/system.install:838","Writable (<em>public</em> download method)","Beschreibbar (<em>öffentliche</em> Download-Methode)","","False","","",""
"modules/views/src/Plugin/views/row/OpmlFields.php:119","XML URL attribute","XML-URL-Attribut","","False","","",""
"modules/system/system.install:1214","Xdebug settings","Xdebug-Einstellungen","","False","","",""
"modules/views/src/Plugin/views/sort/Date.php:37","Year","Jahr","","False","","",""
"modules/forum/config/optional/field.field.taxonomy_term.forums.forum_container.yml:0","Yes","Ja","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:396;439","You Get","Ergebnis","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:396;439","You Type","Eingegeben","","False","","",""
"modules/shortcut/src/Form/SwitchShortcutSet.php:135","You are currently using the %set-name shortcut set.","Sie verwenden gerade die %set-name-Verknüpfungsgruppe.","","False","","",""
"modules/layout_builder/src/Form/DefaultsEntityForm.php:128","You are editing the layout template for all @bundle @plural_label.","","","False","","",""
"modules/layout_builder/src/Form/DefaultsEntityForm.php:131","You are editing the layout template for all @plural_label.","","","False","","",""
"authorize.php:192","You are not allowed to access this page.","Sie sind nicht berechtigt, auf diese Seite zuzugreifen.","","False","","",""
"modules/forum/src/Controller/ForumController.php:320","You are not allowed to post new content in the forum.","Sie dürfen im Forum keine neuen Beiträge schreiben.","","False","","",""
"modules/system/system.install:1271","You are running on a system where PHP is compiled or limited to using 32-bit integers. This will limit the range of dates and timestamps to the years 1901-2038. Read about the <a href="":url"">limitations of 32-bit PHP</a>.","Drupal wird auf einem System ausgeführt, auf dem PHP so kompiliert ist, dass es nur 32-Bit.Integer verwenden kann. Dies beschränkt den Datumsbereich von Datumsangaben und Zeitangaben auf die Jahre 1901-2038. Weitere Details sind unter  <a href="":url"">Einschränkungen von 32-bit PHP-Systemen</a> verfügbar.","","False","","",""
"modules/system/system.install:610","You are using deprecated configuration for the temporary files path.","","","False","","",""
"modules/language/language.module:38","You can add a language that is not provided in the drop-down list by choosing <em>Custom language</em> at the end of the list. You then have to configure its language code, name, and direction in the form provided.","Sie können eine nicht zur Auswahl stehende Sprache hinzufügen, indem Sie <em>Benutzerdefinierte Sprache</em> am Ende der Liste auswählen. Sie müssen im bereitgestellten Formular dann Sprachkürzel, Name und Sprachrichtung konfigurieren.","","False","","",""
"modules/link/link.module:32","You can add attributes to links, by changing the <em>Format settings</em> in the <em>Manage display</em> page. Adding <em>rel=""nofollow""</em> notifies search engines that links should not be followed.","Eigenschaften können zu Links  hinzufügt werden, indem die <em>Formateinstellung</em> auf der Seite <em>Darstellung verwalten</em>  geändert werden. Das Hinzufügen von <em>rel=""nofollow""</em> weist Suchmaschinen an, einem Link bei der Indexierung eines Inhaltes nicht zu folgen.","","False","","",""
"modules/image/image.module:90","You can also configure a default image that will be used if no image is uploaded in an image field. This default can be defined for all instances of the field in the field storage settings when you create a field, and the setting can be overridden for each entity sub-type that uses the field.","Für ein Bildfeld kann ein Standardbild konfiguriert werden, das immer dann verwendet wird, wenn kein Bild hochgeladen wird. Dieses Standardbild kann für alle Instanzen des Feldes definiert werden. Das Standardbild kann während des Erstellens eines Bildfeldes in den Feldeinstellungen festgelegt werden. Diese Einstellung kann für jeden Entitätsstyp überschrieben werden, der ein bestehendes Bildfeld verwendet.","","False","","",""
"modules/image/image.module:89","You can also configure a minimum and/or maximum resolution for uploaded images. Images that are too small will be rejected. Images that are to large will be resized. During the resizing the <a href=""http://wikipedia.org/wiki/Exchangeable_image_file_format"">EXIF data</a> in the image will be lost.","Sie können ausserdem eine minimale oder maximale Auflösung für hochgeladene Bilder festlegen. Bilder, die zu klein sind, werden abgelehnt. Zu grosse Bilder werden verkleinert. Bei der Skalierung gehen die <a href=""https://de.wikipedia.org/wiki/Exchangeable_Image_File_Format"">EXIF Daten</a> (Metadaten) verloren.","","False","","",""
